title,vacancy_type,work_experience,salary,currency,region,salary_min,salary_max,exp_min,exp_max,salary_mean,exp_mean,country
Разработчик C# / Python,SE,3–6 лет,от 300 000 до 500 000 руб. на руки,RUB,Москва,300000,500000,3,6,400000,5,Россия
Junior Программист/Разработчик Python,SE,1–3 года,от 60 000 руб. на руки,RUB,Новосибирск,0,60000,1,3,45000,2,Россия
Разработчик (Backend developer / Python),SE,1–3 года,от 100 000 до 150 000 руб. на руки,RUB,Тюмень,100000,150000,1,3,125000,2,Россия
Python разработчик,SE,1–3 года,от 50 000 до 150 000 руб. до вычета налогов,RUB,Екатеринбург,50000,150000,1,3,100000,2,Россия
Python разработчик,SE,3–6 лет,от 160 000 до 200 000 руб. на руки,RUB,Москва,160000,200000,3,6,180000,5,Россия
Python developer (Senior),SE,3–6 лет,от 360 000 до 480 000 руб. на руки,RUB,Санкт-Петербург,360000,480000,3,6,420000,5,Россия
Программист/Разработчик ботов (C# / Python),SE,1–3 года,от 40 000 до 80 000 руб. на руки,RUB,Москва,40000,80000,1,3,60000,2,Россия
Python-разработчик в «Госуслуги.Культуру»,SE,3–6 лет,от 180 000 до 300 000 руб. до вычета налогов,RUB,Москва,180000,300000,3,6,240000,5,Россия
Python-разработчик в R&D отдел,SE,1–3 года,от 100 000 до 150 000 руб. на руки,RUB,Москва,100000,150000,1,3,125000,2,Россия
Python developer (Middle),SE,3–6 лет,от 300 000 до 360 000 руб. на руки,RUB,Санкт-Петербург,300000,360000,3,6,330000,5,Россия
Разработчик Python (backend),SE,3–6 лет,от 200 000 до 350 000 руб. до вычета налогов,RUB,Москва,200000,350000,3,6,275000,5,Россия
"Программист Python, удаленно",other,1–3 года,от 170 000 руб. на руки,RUB,Москва,0,170000,1,3,127500,2,Россия
Python разработчик,SE,3–6 лет,от 230 000 руб. на руки,RUB,Москва,0,230000,3,6,205000,5,Россия
Backend Python Developer,SE,3–6 лет,от 210 000 до 360 000 руб. до вычета налогов,RUB,Москва,210000,360000,3,6,285000,5,Россия
Python разработчик,SE,1–3 года,от 150 000 руб. на руки,RUB,Москва,0,150000,1,3,130000,2,Россия
Разработчик Python,SE,1–3 года,от 160 000 до 200 000 руб. до вычета налогов,RUB,Москва,160000,200000,1,3,180000,2,Россия
Python разработчик,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Разработчик Python,SE,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Python-разработчик,SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Разработчик Python,SE,1–3 года,от 180 000 до 200 000 руб. на руки,RUB,Калининград,180000,200000,1,3,190000,2,Россия
Python developer/Разработчик Python,SE,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Junior Python developer (back-end),SE,1–3 года,от 50 000 руб. на руки,RUB,Новосибирск,0,50000,1,3,37500,2,Россия
Middle+ Python developer Web3,SE,1–3 года,от 250 000 до 300 000 руб. на руки,RUB,Москва,250000,300000,1,3,275000,2,Россия
Python Developer,SE,3–6 лет,от 4 500 до 5 500 EUR на руки,EUR,Москва,4500,5500,3,6,5000,5,Россия
Backend Develover/ Программист-разработчик Python,SE,1–3 года,от 100 000 до 200 000 руб. на руки,RUB,Екатеринбург,100000,200000,1,3,150000,2,Россия
Python Developer + ML,SE,3–6 лет,от 150 000 руб. до вычета налогов,RUB,Санкт-Петербург,0,150000,3,6,125000,5,Россия
Python Developer,SE,1–3 года,от 120 000 до 160 000 руб. на руки,RUB,Москва,120000,160000,1,3,140000,2,Россия
"Разработчик Backend (Python, Django)",SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Python developer (Кипр),SE,3–6 лет,до 5 000 EUR на руки,EUR,Москва,0,5000,3,6,4000,5,Россия
Python backend developer,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Backend разработчик python,SE,3–6 лет,от 100 000 до 160 000 руб. на руки,RUB,Москва,100000,160000,3,6,130000,5,Россия
Программист-разработчик Middle\Senior на Python,SE,1–3 года,от 100 000 до 400 000 руб. на руки,RUB,Москва,100000,400000,1,3,250000,2,Россия
Разработчик Python,SE,3–6 лет,от 120 000 руб. на руки,RUB,Казань,0,120000,3,6,90000,5,Россия
Программист Python,other,1–3 года,от 70 000 руб. на руки,RUB,Москва,0,70000,1,3,60000,2,Россия
Python developer,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Программист тестировщик Python,other,не требуется,от 30 000 до 80 000 руб. на руки,RUB,Екатеринбург,30000,80000,0,0,55000,0,Россия
Программист Python,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Python разработчик,SE,3–6 лет,от 90 000 руб. на руки,RUB,Новосибирск,0,90000,3,6,67500,5,Россия
Разработчик Python/Django (Middle),SE,3–6 лет,от 150 000 до 200 000 руб. на руки,RUB,Москва,150000,200000,3,6,175000,5,Россия
Junior разработчик нейросетевых алгоритмов / Reinforcement Learning,SE,1–3 года,от 60 000 до 100 000 руб. до вычета налогов,RUB,Москва,60000,100000,1,3,80000,2,Россия
Python-разработчик (backend),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Middle Разработчик Python на платежную платформу,SE,1–3 года,от 210 000 руб. на руки,RUB,Москва,0,210000,1,3,185000,2,Россия
Python backend/desktop разработчик,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Разработчик Python,SE,3–6 лет,от 120 000 руб. на руки,RUB,Новосибирск,0,120000,3,6,100000,5,Россия
Python-разработчик систем сбора,SE,1–3 года,от 100 000 до 150 000 руб. на руки,RUB,Москва,100000,150000,1,3,125000,2,Россия
Разработчик Python,SE,не требуется,от 30 000 до 80 000 руб. на руки,RUB,Ростов-на-Дону,30000,80000,0,0,55000,0,Россия
Разработчик Python,SE,3–6 лет,до 300 000 руб. до вычета налогов,RUB,Санкт-Петербург,0,300000,3,6,225000,5,Россия
Phyton-разработчик / Backend-разработчик,SE,3–6 лет,от 200 000 руб. до вычета налогов,RUB,Москва,0,200000,3,6,175000,5,Россия
Разработчик Python,SE,3–6 лет,з/п не указана,,Тула,0,0,3,6,0,5,Россия
Бэкенд-разработчик Python (Junior+),SE,1–3 года,з/п не указана,,Екатеринбург,0,0,1,3,0,2,Россия
Программист Python/JavaScript с функциями секретаря,WB,1–3 года,от 90 000 руб. на руки,RUB,Москва,0,90000,1,3,67500,2,Россия
Backend разработчик (Python),SE,1–3 года,от 100 000 руб. на руки,RUB,Санкт-Петербург,0,100000,1,3,80000,2,Россия
Middle + / Senior Python разработчик,SE,1–3 года,от 200 000 руб. на руки,RUB,Москва,0,200000,1,3,175000,2,Россия
Разработчик программного обеспечения (Python),SE,1–3 года,от 110 000 до 140 000 руб. на руки,RUB,Москва,110000,140000,1,3,125000,2,Россия
Программист Python,other,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
АККРЕДИТОВАННАЯ КОМПАНИЯ Программист Python (прикладная математика),other,не требуется,з/п не указана,,Ростов-на-Дону,0,0,0,0,0,0,Россия
Python backend developer,SE,3–6 лет,з/п не указана,,Казань,0,0,3,6,0,5,Россия
Backend разработчик Python (Django),SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Middle Python разработчик,SE,1–3 года,от 60 000 до 120 000 руб. на руки,RUB,Санкт-Петербург,60000,120000,1,3,90000,2,Россия
Python developer (relocation),SE,3–6 лет,до 5 000 EUR на руки,EUR,Москва,0,5000,3,6,4000,5,Россия
"Python Django разработчик, удаленно",SE,3–6 лет,от 150 000 до 200 000 руб. до вычета налогов,RUB,Екатеринбург,150000,200000,3,6,175000,5,Россия
Программист Python,other,1–3 года,з/п не указана,,Иркутск,0,0,1,3,0,2,Россия
Python разработчик (личный кабинет пользователя),SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
"Python Django разработчик, удаленно",SE,3–6 лет,от 150 000 до 200 000 руб. до вычета налогов,RUB,Новосибирск,150000,200000,3,6,175000,5,Россия
Разработчик Python (Senior/Principal),SE,3–6 лет,от 200 000 до 350 000 руб. на руки,RUB,Екатеринбург,200000,350000,3,6,275000,5,Россия
BackEnd-разработчик (Python),SE,3–6 лет,з/п не указана,,Симферополь,0,0,3,6,0,5,Россия
Middle Python developer (Казань),SE,1–3 года,от 150 000 руб. на руки,RUB,Казань,0,150000,1,3,112500,2,Россия
Python Developer,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
"Python Django разработчик, удаленно",SE,3–6 лет,от 150 000 до 200 000 руб. до вычета налогов,RUB,Самара,150000,200000,3,6,175000,5,Россия
Python-разработчик,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Python-разработчик,SE,1–3 года,з/п не указана,,Владимир,0,0,1,3,0,2,Россия
Разработчик Python,SE,3–6 лет,до 280 000 руб. до вычета налогов,RUB,Москва,0,280000,3,6,210000,5,Россия
Python разработчик,SE,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Программист junior,other,не требуется,з/п не указана,,Новокузнецк,0,0,0,0,0,0,Россия
C++ Developer (Berlin),SE,не требуется,до 10 000 EUR на руки,EUR,Москва,0,10000,0,0,7500,0,Россия
Backend web developer PHP/Python,SE,1–3 года,от 80 000 до 150 000 руб. до вычета налогов,RUB,Томск,80000,150000,1,3,115000,2,Россия
Backend разработчик,SE,1–3 года,от 120 000 до 220 000 руб. на руки,RUB,Москва,120000,220000,1,3,170000,2,Россия
Python developer,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Low-code developer (Python) внедрение кросплатформенных приложений на базе платформы,SE,1–3 года,от 60 000 руб. на руки,RUB,Москва,0,60000,1,3,57500,2,Россия
Python-разработчик (FastAPI),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Python Developer (Asgard),SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Python Developer,SE,3–6 лет,з/п не указана,,Ростов-на-Дону,0,0,3,6,0,5,Россия
Python Developer,SE,1–3 года,з/п не указана,,Севастополь,0,0,1,3,0,2,Россия
Python Developer,SE,3–6 лет,от 100 000 до 250 000 руб. на руки,RUB,Москва,100000,250000,3,6,175000,5,Россия
Разработчик,SE,1–3 года,от 50 000 руб. на руки,RUB,Магнитогорск,0,50000,1,3,37500,2,Россия
"Python-разработчик (middle), удаленно",SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Разработчик Python,SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Python разработчик,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Middle Python Developer,SE,1–3 года,от 130 000 до 250 000 руб. на руки,RUB,Москва,130000,250000,1,3,190000,2,Россия
Программист Python (Senior),other,более 6 лет,от 300 000 руб. на руки,RUB,Москва,0,300000,6,6,250000,6,Россия
